player_id,registration_date,days_since_registration,segment,total_playtime_hours,session_frequency_per_week,avg_session_duration_min,total_spending_usd,days_since_last_login,achievement_count,friend_count,chat_messages_sent,in_game_purchases_count,level_reached,churn_probability,churned_7day,churned_30day
P9870,2025-12-27,2,Hardcore,125.4,17.2,119.8,90.9,2,112,26,130,6,62,0.0,0,0
P3464,2025-11-28,31,Regular,31.4,2.9,17.5,26.42,2,75,17,13,1,15,0.1514,0,0
P6953,2025-11-25,34,Regular,79.2,3.2,49.3,30.89,3,75,13,46,2,39,0.0741,0,0
P10720,2025-10-21,69,Hardcore,214.1,12.1,63.6,101.59,1,112,33,139,6,100,0.0,0,0
P5421,2025-10-21,69,Whale,287.7,8.8,97.9,1242.27,1,97,50,347,82,100,0.0,0,0
P5985,2025-11-05,54,Casual,29.2,0.8,6.9,0.0,1,45,1,12,0,14,0.3913,0,0
P7886,2025-02-08,324,Casual,1.8,2.2,8.0,0.0,7,45,6,14,0,0,0.5635,1,0
P7432,2025-08-04,147,Hardcore,147.4,8.1,93.4,106.59,3,112,22,107,7,73,0.0,0,0
P8274,2025-12-04,25,Regular,21.4,3.3,48.3,11.54,3,75,22,46,1,10,0.2627,0,0
P9408,2025-11-21,38,Regular,30.4,5.2,57.1,61.68,9,75,12,47,4,15,0.4108,1,0
P4891,2025-07-18,164,Regular,44.3,6.3,47.6,31.32,8,75,9,13,2,22,0.2793,1,0
P3732,2025-10-01,89,Casual,7.3,0.5,30.7,0.0,3,45,1,14,0,3,0.4096,0,0
P3997,2025-07-01,181,Casual,25.3,1.5,7.1,0.0,10,45,3,0,0,12,0.5722,1,0
P9598,2025-09-12,108,Regular,23.1,5.1,12.6,37.81,0,75,10,23,2,11,0.0527,0,0
P5632,2025-12-10,19,Hardcore,162.7,6.4,79.5,77.24,0,112,28,76,5,81,0.0427,0,0
P7575,2025-01-03,360,Regular,55.6,4.3,49.1,16.47,2,75,12,35,1,27,0.1176,0,0
P2452,2025-12-27,2,Hardcore,141.7,15.3,39.6,70.9,0,112,45,153,4,70,0.0284,0,0
P5350,2025-12-17,12,Hardcore,87.0,13.6,71.4,113.37,1,112,38,66,7,43,0.0,0,0
P7148,2025-11-20,39,Regular,25.0,1.7,29.9,36.92,3,75,12,68,2,12,0.2115,0,0
P4920,2025-12-12,17,Hardcore,136.2,15.2,74.6,102.72,0,112,31,171,6,68,0.0118,0,0
P8060,2025-12-07,22,Hardcore,89.1,20.6,137.8,139.25,3,112,24,187,9,44,0.0,0,0
P2845,2025-12-24,5,Casual,2.9,2.0,14.7,0.0,7,45,4,26,0,1,0.7763,1,0
P2275,2025-11-27,32,Casual,6.7,7.7,10.3,0.0,8,45,2,5,0,3,0.5376,1,0
P9028,2025-07-16,166,Regular,21.9,5.3,23.0,20.2,2,75,27,56,1,10,0.148,0,0
P4692,2025-08-22,129,Hardcore,170.6,17.1,59.5,41.88,0,112,89,200,2,85,0.0,0,0
P4752,2025-12-04,25,Casual,4.2,2.8,16.8,0.0,0,45,1,7,0,2,0.4272,0,0
P9072,2025-06-30,182,Regular,29.7,4.0,25.5,12.88,0,75,16,57,1,14,0.1589,0,0
P5901,2025-12-14,15,Regular,26.7,3.1,30.7,41.19,4,75,15,50,2,13,0.4293,0,0
P1668,2025-09-11,109,Casual,1.3,1.1,23.8,0.0,2,45,2,2,0,0,0.4052,0,0
P8249,2025-03-01,303,Hardcore,188.7,8.4,142.3,102.56,1,112,47,91,6,94,0.0,0,0
P2204,2025-06-04,208,Regular,48.9,6.2,52.5,36.09,3,75,16,34,2,24,0.2573,0,0
P2805,2025-12-19,10,Hardcore,145.7,11.3,46.5,35.62,8,112,40,197,2,72,0.2677,1,0
P5887,2025-12-22,7,Regular,55.4,1.4,36.0,22.89,2,75,14,75,1,27,0.2781,0,0
P5882,2025-10-13,77,Hardcore,205.5,7.2,146.3,28.39,4,112,78,132,1,100,0.0,0,0
P3529,2025-12-11,18,Whale,104.5,6.6,128.5,1018.85,1,97,89,296,67,52,0.0,0,0
P9686,2025-09-05,115,Casual,2.4,1.7,8.5,0.0,10,45,1,13,0,1,0.6546,1,0
P4357,2024-12-29,365,Casual,27.7,2.3,16.5,0.0,8,45,3,28,0,13,0.6127,1,0
P6148,2025-04-23,250,Regular,24.7,5.9,21.0,47.66,3,75,11,52,3,12,0.1644,0,0
P5600,2025-12-14,15,Casual,6.8,0.5,5.2,0.0,8,45,6,7,0,3,0.696,1,0
P6861,2024-12-29,365,Regular,20.2,5.8,44.1,8.83,0,75,17,60,1,10,0.0,0,0
P7303,2025-11-22,37,Hardcore,196.9,9.1,126.5,92.92,0,112,48,126,6,98,0.0,0,0
P8217,2025-07-04,178,Regular,44.5,7.0,80.4,44.81,1,75,13,82,2,22,0.085,0,0
P8507,2025-09-14,106,Casual,20.3,0.7,12.5,0.0,41,45,11,1,0,10,0.8368,1,1
P8754,2025-12-18,11,Casual,9.0,1.0,11.4,0.0,0,45,7,29,0,4,0.4795,0,0
P5730,2025-02-19,313,Casual,3.1,1.9,15.1,0.0,7,45,7,34,0,1,0.571,1,0
P3038,2025-10-17,73,Casual,3.7,1.4,15.4,0.0,8,45,1,11,0,1,0.6374,1,0
P6867,2025-05-10,233,Casual,21.6,0.7,8.9,0.0,13,45,4,40,0,10,0.7868,1,0
P9798,2025-06-26,186,Casual,34.6,3.1,15.3,0.0,0,45,1,0,0,17,0.2384,0,0
P8343,2025-12-03,26,Regular,34.2,4.8,39.6,26.14,1,75,27,14,1,17,0.2447,0,0
P1075,2025-12-01,28,Regular,37.1,6.5,19.9,35.17,0,75,12,105,2,18,0.2027,0,0
P2618,2025-05-19,224,Regular,46.9,6.2,17.3,66.12,8,75,19,10,4,23,0.3923,1,0
P3709,2025-11-24,35,Casual,57.5,1.0,7.9,0.0,2,45,5,32,0,28,0.2642,0,0
P1329,2025-06-27,185,Casual,4.0,0.5,7.2,0.0,2,45,5,39,0,2,0.3409,0,0
P7498,2025-11-28,31,Casual,12.4,0.5,9.8,0.0,5,45,0,3,0,6,0.544,0,0
P2240,2025-12-06,23,Hardcore,115.8,9.3,69.3,72.87,2,112,38,120,4,57,0.0929,0,0
P5906,2025-11-05,54,Whale,200.7,8.5,77.1,1029.63,4,97,48,264,68,100,0.0,0,0
P10107,2025-12-27,2,Hardcore,196.7,10.2,56.5,84.53,0,112,30,128,5,98,0.0,0,0
P10541,2025-10-14,76,Casual,83.4,2.5,8.4,0.0,4,45,2,8,0,41,0.4632,0,0
P3754,2025-09-24,96,Hardcore,130.0,16.1,85.7,38.27,0,112,71,45,2,65,0.0,0,0
P5855,2025-07-04,178,Casual,3.6,3.0,6.0,0.0,4,45,2,1,0,1,0.5036,0,0
P9665,2025-10-21,69,Regular,62.1,5.9,65.4,1.82,0,75,20,33,1,31,0.0523,0,0
P5297,2025-12-28,1,Casual,2.1,1.0,23.7,0.0,6,45,6,0,0,1,0.5944,0,0
P4275,2025-11-25,34,Hardcore,108.2,11.7,98.3,138.06,6,112,43,183,9,54,0.0,0,0
P5246,2025-12-26,3,Casual,29.3,4.2,14.0,0.0,2,45,0,25,0,14,0.6323,0,0
P5456,2025-12-10,19,Regular,14.0,4.6,25.3,13.69,0,75,17,54,1,7,0.2114,0,0
P9622,2025-11-07,52,Regular,48.3,5.7,34.3,45.74,3,75,18,34,3,24,0.1392,0,0
P5224,2025-10-24,66,Regular,31.5,1.8,36.7,63.97,1,75,35,98,4,15,0.0568,0,0
P2172,2025-04-15,258,Regular,48.7,5.3,25.9,18.29,0,75,3,35,1,24,0.0611,0,0
P1663,2025-11-07,52,Casual,15.5,4.1,11.0,0.0,2,45,0,22,0,7,0.3683,0,0
P5428,2025-10-19,71,Casual,51.0,1.5,5.1,0.0,2,45,2,4,0,25,0.431,0,0
P10134,2025-11-27,32,Hardcore,153.2,8.5,89.1,81.83,4,112,53,127,5,76,0.0,0,0
P5360,2025-03-31,273,Casual,3.6,1.2,16.8,0.0,1,45,1,2,0,1,0.3798,0,0
P6726,2025-11-01,58,Casual,10.5,1.0,6.9,0.0,26,45,2,3,0,5,0.9029,1,0
P8688,2025-09-11,109,Casual,1.8,1.7,25.1,0.0,4,45,2,18,0,0,0.4764,0,0
P9969,2025-10-31,59,Casual,65.3,1.0,9.0,0.0,17,45,2,31,0,32,0.9025,1,0
P1067,2025-08-26,125,Hardcore,147.5,10.9,108.4,132.2,10,112,38,281,8,73,0.1414,1,0
P4236,2025-12-05,24,Casual,17.8,0.7,12.1,0.0,0,45,1,1,0,8,0.3688,0,0
P1175,2025-12-23,6,Casual,6.1,2.4,15.4,0.0,16,45,7,22,0,3,0.9385,1,0
P8647,2025-09-06,114,Casual,8.3,1.4,14.1,0.0,5,45,1,9,0,4,0.4336,0,0
P8616,2025-11-10,49,Casual,10.3,0.5,5.0,0.0,7,45,1,2,0,5,0.5779,1,0
P8475,2025-12-28,1,Regular,24.1,2.0,34.6,53.24,4,75,10,29,3,12,0.378,0,0
P6999,2025-06-01,211,Casual,24.2,2.2,5.0,0.0,7,45,3,2,0,12,0.5295,1,0
P7010,2025-12-25,4,Hardcore,143.2,11.2,100.1,97.92,2,112,58,142,6,71,0.0208,0,0
P4057,2025-12-27,2,Casual,46.2,1.2,9.9,0.0,5,45,4,23,0,23,0.6234,0,0
P1662,2025-06-20,192,Regular,55.3,6.9,44.8,33.52,1,75,13,59,2,27,0.139,0,0
P7676,2025-10-04,86,Regular,35.8,6.4,51.4,17.52,1,75,10,93,1,17,0.017,0,0
P9107,2025-11-26,33,Regular,31.4,6.2,35.1,22.06,0,75,41,31,1,15,0.0882,0,0
P8328,2025-08-13,138,Casual,12.9,1.7,20.6,0.0,3,45,2,39,0,6,0.3989,0,0
P5563,2025-07-24,158,Casual,13.8,1.0,7.5,0.0,0,45,2,19,0,6,0.3413,0,0
P2236,2025-10-23,67,Hardcore,174.6,10.6,121.3,124.41,1,112,24,142,8,87,0.0,0,0
P6892,2025-07-09,173,Regular,36.4,11.4,26.4,57.3,3,75,22,37,3,18,0.1376,0,0
P2272,2025-10-16,74,Hardcore,188.5,11.0,76.9,22.38,5,112,43,132,1,94,0.1234,0,0
P2447,2025-11-11,48,Hardcore,204.5,16.6,49.0,54.51,1,112,25,171,3,100,0.0,0,0
P10605,2025-11-20,39,Hardcore,172.5,11.5,143.4,80.84,6,112,53,127,5,86,0.0671,0,0
P2330,2025-07-21,161,Regular,49.0,7.5,90.3,28.89,2,75,6,64,1,24,0.1878,0,0
P5278,2025-08-08,143,Casual,1.9,0.7,5.0,0.0,6,45,1,10,0,0,0.4998,0,0
P9357,2025-10-27,63,Regular,57.6,4.1,46.6,26.59,1,75,14,40,1,28,0.1626,0,0
P7647,2025-11-20,39,Hardcore,116.7,11.4,99.5,83.9,0,112,35,141,5,58,0.0,0,0
P1341,2025-10-15,75,Regular,33.0,14.2,40.5,15.44,0,75,20,60,1,16,0.0453,0,0
P2834,2025-10-22,68,Hardcore,138.8,9.9,92.8,56.18,8,112,49,110,3,69,0.185,1,0
P10937,2025-08-01,150,Regular,18.8,6.2,22.5,9.26,0,75,9,76,1,9,0.1344,0,0
P7939,2025-10-25,65,Casual,20.2,0.6,5.5,0.0,1,45,3,1,0,10,0.39,0,0
P9450,2025-12-14,15,Regular,47.9,1.9,48.5,28.94,0,75,9,66,1,23,0.2585,0,0
P1178,2025-10-02,88,Hardcore,103.8,21.0,33.8,98.55,11,112,35,106,6,51,0.1057,1,0
P1870,2025-12-23,6,Casual,1.4,1.9,31.2,0.0,6,45,1,9,0,0,0.742,0,0
P1693,2025-12-10,19,Casual,45.5,2.0,18.6,0.0,5,45,3,18,0,22,0.6295,0,0
P5181,2025-11-25,34,Regular,15.9,5.0,34.5,31.67,0,75,15,74,2,7,0.0094,0,0
P4799,2025-08-03,148,Regular,52.3,3.6,40.5,124.56,10,75,15,17,8,26,0.3702,1,0
P3445,2025-12-28,1,Casual,17.0,1.0,12.3,0.0,1,45,0,12,0,8,0.5365,0,0
P5625,2025-10-25,65,Regular,42.4,3.0,18.1,19.43,4,75,21,34,1,21,0.2027,0,0
P4612,2025-11-24,35,Casual,4.2,1.4,18.2,5.0,0,45,9,1,1,2,0.1974,0,0
P9387,2025-12-28,1,Casual,12.0,3.0,12.1,0.0,5,45,1,5,0,6,0.6256,0,0
P4266,2025-12-28,1,Regular,35.1,6.4,69.0,40.65,0,75,23,41,2,17,0.136,0,0
P2177,2025-01-24,339,Casual,12.6,2.3,12.8,0.0,13,45,5,7,0,6,0.7478,1,0
P5105,2025-11-28,31,Regular,25.4,7.1,28.7,7.34,5,75,6,44,1,12,0.3046,0,0
P10796,2025-08-27,124,Hardcore,136.7,17.3,102.0,165.82,0,112,61,78,11,68,0.0,0,0
P1151,2025-12-05,24,Casual,1.0,3.1,9.5,0.0,3,45,3,7,0,0,0.5215,0,0
P5891,2025-11-03,56,Casual,3.1,2.6,15.4,10.0,6,45,0,2,1,1,0.4634,0,0
P10412,2025-10-26,64,Hardcore,145.0,11.4,80.8,75.7,0,112,43,119,5,72,0.0,0,0
P6412,2025-06-19,193,Regular,39.3,3.2,17.3,19.2,4,75,20,32,1,19,0.221,0,0
P10196,2025-12-12,17,Regular,45.5,6.4,33.3,91.57,1,75,19,53,6,22,0.2264,0,0
P2246,2025-11-02,57,Casual,1.8,1.2,10.0,0.0,9,45,4,0,0,0,0.707,1,0
P6802,2025-10-15,75,Casual,12.4,3.6,5.0,0.0,7,45,0,11,0,6,0.5792,1,0
P5326,2025-11-12,47,Casual,11.4,2.4,30.1,0.0,1,45,10,24,0,5,0.2453,0,0
P5734,2025-10-20,70,Regular,18.1,3.7,48.8,50.89,3,75,11,47,3,9,0.1833,0,0
P2022,2025-05-30,213,Hardcore,76.0,10.7,64.1,94.08,0,112,35,130,6,38,0.0,0,0
P7054,2025-07-17,165,Hardcore,194.6,13.5,49.1,74.18,3,112,97,131,4,97,0.0,0,0
P4652,2025-12-28,1,Hardcore,106.4,11.8,83.6,117.91,2,112,34,115,7,53,0.0,0,0
P6997,2025-09-07,113,Hardcore,157.5,8.8,66.8,81.23,2,112,26,113,5,78,0.0,0,0
P8306,2025-12-13,16,Hardcore,209.5,11.7,91.3,45.52,1,112,25,136,3,100,0.0,0,0
P10799,2025-11-22,37,Hardcore,110.0,9.9,30.2,102.71,0,112,32,147,6,55,0.0149,0,0
P2571,2025-11-07,52,Casual,29.0,1.3,19.0,10.0,3,45,2,13,1,14,0.3884,0,0
P10848,2025-12-28,1,Regular,50.0,2.6,92.8,7.33,12,75,14,84,1,25,0.6852,1,0
P6398,2025-10-23,67,Casual,59.5,3.6,21.0,0.0,1,45,3,13,0,29,0.2276,0,0
P3294,2025-12-03,26,Casual,5.0,2.3,19.1,0.0,2,45,5,1,0,2,0.5379,0,0
P4411,2025-12-08,21,Casual,11.3,2.1,37.2,0.0,17,45,1,8,0,5,0.9329,1,0
P1092,2025-11-18,41,Hardcore,184.5,11.6,120.5,51.33,2,112,39,116,3,92,0.0,0,0
P1801,2025-07-19,163,Casual,52.8,1.5,9.3,0.0,3,45,0,7,0,26,0.3924,0,0
P1598,2025-12-21,8,Casual,9.8,4.3,27.5,0.0,1,45,2,22,0,4,0.4097,0,0
P8486,2025-11-05,54,Regular,40.1,5.0,34.2,53.74,0,75,7,36,3,20,0.04,0,0
P8546,2025-08-10,141,Hardcore,95.9,6.3,67.7,48.1,3,112,32,112,3,47,0.0,0,0
P1841,2025-11-02,57,Regular,49.8,6.0,56.0,56.68,3,75,13,27,3,24,0.124,0,0
P4122,2025-12-23,6,Casual,29.7,0.9,12.5,0.0,1,45,3,11,0,14,0.5043,0,0
P6931,2025-11-24,35,Casual,7.1,3.8,15.8,0.0,0,45,1,1,0,3,0.3427,0,0
P3290,2025-11-09,50,Regular,40.4,3.1,50.1,22.39,0,75,24,72,1,20,0.0683,0,0
P2321,2025-10-13,77,Casual,1.5,1.6,21.2,0.0,15,45,2,9,0,0,0.7956,1,0
P7586,2025-12-13,16,Regular,48.5,5.2,18.3,26.22,1,75,6,14,1,24,0.2295,0,0
P10073,2025-11-03,56,Regular,22.3,5.7,20.9,41.35,0,75,21,68,2,11,0.1466,0,0
P4866,2025-08-07,144,Regular,37.5,2.3,73.7,38.2,0,75,10,21,2,18,0.0823,0,0
P2803,2024-12-29,365,Casual,18.1,0.5,28.1,0.0,2,45,1,3,0,9,0.4139,0,0
P2067,2025-11-23,36,Casual,1.8,1.2,17.3,0.0,0,45,4,50,0,0,0.2524,0,0
P10499,2025-09-24,96,Casual,5.9,0.6,14.9,0.0,4,45,7,3,0,2,0.4254,0,0
P1528,2025-06-12,200,Casual,4.9,1.5,17.2,0.0,2,45,5,4,0,2,0.3515,0,0
P8541,2025-08-16,135,Casual,8.1,1.4,10.9,0.0,0,45,1,3,0,4,0.2317,0,0
P6777,2025-09-28,92,Casual,1.0,2.5,10.8,0.0,4,45,4,25,0,0,0.5123,0,0
P8934,2025-07-17,165,Casual,1.9,1.3,7.5,0.0,6,45,2,11,0,0,0.5118,0,0
P4800,2025-06-10,202,Casual,9.5,0.6,24.2,0.0,1,45,3,14,0,4,0.2352,0,0
P7023,2025-11-07,52,Casual,2.5,4.0,28.4,0.0,0,45,2,7,0,1,0.2893,0,0
P8426,2025-12-15,14,Casual,32.7,2.4,17.3,0.0,4,45,2,1,0,16,0.5501,0,0
P8364,2025-08-09,142,Regular,35.8,5.4,72.6,52.9,0,75,3,37,3,17,0.0356,0,0
P7904,2025-09-17,103,Casual,8.9,3.8,5.0,0.0,6,45,1,0,0,4,0.4903,0,0
P9449,2025-11-06,53,Hardcore,208.7,10.1,96.6,59.58,5,112,22,98,3,100,0.0108,0,0
P1511,2025-10-17,73,Regular,35.7,4.3,43.8,24.08,2,75,16,127,1,17,0.1951,0,0
P2046,2025-12-26,3,Casual,54.4,1.5,11.7,0.0,0,45,3,16,0,27,0.409,0,0
P4189,2025-03-17,287,Hardcore,200.6,17.7,74.5,101.24,2,112,34,201,6,100,0.0,0,0
P2218,2025-11-09,50,Regular,39.3,3.4,32.1,15.66,1,75,13,44,1,19,0.1962,0,0
P1850,2025-10-28,62,Casual,39.2,2.4,10.0,0.0,6,45,3,2,0,19,0.6364,0,0
P10966,2025-08-31,120,Regular,45.2,6.5,72.8,18.32,0,75,20,44,1,22,0.0068,0,0
P7636,2025-07-25,157,Hardcore,142.4,10.6,87.3,82.87,4,112,40,169,5,71,0.0,0,0
P4259,2025-12-11,18,Hardcore,112.0,17.2,30.0,86.92,3,112,41,144,5,56,0.0326,0,0
P7977,2025-06-02,210,Hardcore,245.3,15.1,64.9,97.13,0,112,34,121,6,100,0.0,0,0
P10434,2025-11-05,54,Casual,43.1,2.0,13.4,0.0,6,45,2,31,0,21,0.5788,0,0
P4104,2025-09-08,112,Casual,6.0,3.6,11.3,0.0,2,45,1,6,0,3,0.3563,0,0
P10840,2024-12-29,365,Hardcore,141.1,12.9,146.5,53.19,7,112,26,259,3,70,0.0,1,0
P1961,2025-10-24,66,Regular,28.3,6.0,52.7,28.74,3,75,24,60,1,14,0.0491,0,0
P2368,2025-11-21,38,Casual,14.2,2.0,21.3,0.0,1,45,8,12,0,7,0.3321,0,0
P10360,2025-12-24,5,Regular,44.2,1.5,25.1,42.61,7,75,12,58,2,22,0.4463,1,0
P2961,2025-07-13,169,Regular,45.7,1.7,46.9,15.47,2,75,17,42,1,22,0.1096,0,0
P3491,2025-12-09,20,Casual,36.6,1.4,5.0,5.0,7,45,7,1,1,18,0.6999,1,0
P4418,2025-06-22,190,Casual,18.1,3.2,12.2,0.0,7,45,7,1,0,9,0.5435,1,0
P4288,2025-11-28,31,Hardcore,90.0,11.7,63.9,74.51,3,112,18,168,4,45,0.0155,0,0
P6098,2025-09-21,99,Regular,11.7,2.2,88.4,18.11,1,75,15,52,1,5,0.113,0,0
P4600,2025-12-11,18,Casual,26.0,2.5,16.4,0.0,3,45,2,8,0,13,0.6608,0,0
P1480,2025-12-03,26,Regular,39.4,1.7,28.2,15.86,3,75,14,38,1,19,0.3993,0,0
P7775,2025-11-16,43,Casual,2.5,3.8,6.8,0.0,12,45,0,12,0,1,0.7073,1,0
P8208,2025-08-30,121,Casual,1.0,4.9,5.0,0.0,1,45,5,27,0,0,0.3255,0,0
P9642,2025-10-30,60,Casual,66.3,1.2,14.5,0.0,13,45,6,5,0,33,0.763,1,0
P10497,2025-05-22,221,Regular,32.4,4.5,42.9,28.05,0,75,7,50,1,16,0.1547,0,0
P2622,2025-12-23,6,Regular,48.7,2.1,19.6,21.05,5,75,16,65,1,24,0.3618,0,0
P5451,2025-12-13,16,Regular,35.2,9.2,67.4,36.95,5,75,15,38,2,17,0.402,0,0
P4248,2025-10-12,78,Hardcore,172.3,19.0,113.4,202.1,3,112,45,72,13,86,0.0,0,0
P3926,2025-11-07,52,Hardcore,154.8,20.6,107.4,76.25,0,112,39,103,5,77,0.0,0,0
P10264,2025-05-22,221,Hardcore,100.6,13.8,87.8,53.0,5,112,33,103,3,50,0.0,0,0
P4695,2025-12-21,8,Casual,14.8,8.7,17.9,0.0,5,45,5,24,0,7,0.566,0,0
P1755,2025-09-27,93,Hardcore,173.6,12.1,110.6,75.54,0,112,52,117,5,86,0.0,0,0
P2471,2025-12-08,21,Regular,19.0,1.7,54.0,13.13,1,75,19,25,1,9,0.221,0,0
P8592,2025-12-06,23,Regular,74.2,7.3,39.5,11.93,0,75,16,38,1,37,0.1067,0,0
P4516,2025-11-03,56,Casual,40.7,0.9,19.2,0.0,2,45,3,3,0,20,0.3157,0,0
P7345,2025-10-24,66,Casual,9.4,0.7,5.0,0.0,4,45,4,4,0,4,0.4955,0,0
P2583,2025-09-07,113,Regular,49.0,5.5,66.4,34.55,0,75,9,68,2,24,0.0276,0,0
P10944,2025-11-08,51,Casual,2.0,4.1,22.1,0.0,0,45,1,5,0,1,0.3146,0,0
P10900,2025-12-07,22,Casual,34.8,1.8,7.7,0.0,0,45,7,35,0,17,0.4485,0,0
P2034,2025-08-07,144,Casual,16.5,5.1,38.9,0.0,2,45,0,1,0,8,0.2857,0,0
P7546,2024-12-29,365,Regular,34.8,6.0,37.3,27.95,4,75,21,51,1,17,0.206,0,0
P3125,2025-05-13,230,Regular,59.7,4.6,22.6,22.1,4,75,18,77,1,29,0.1971,0,0
P4528,2025-10-19,71,Whale,214.3,9.0,32.2,823.41,1,97,43,286,54,100,0.0,0,0
P7269,2025-11-22,37,Regular,32.4,2.7,53.5,62.96,12,75,25,24,4,16,0.517,1,0
P3088,2025-10-05,85,Hardcore,109.8,11.1,92.6,55.79,0,112,51,166,3,54,0.0,0,0
P5471,2024-12-29,365,Whale,221.6,7.4,94.0,704.38,1,97,75,349,46,100,0.0,0,0
P10813,2025-11-28,31,Hardcore,104.4,5.7,51.7,29.16,2,112,26,141,1,52,0.0,0,0
P9507,2025-10-21,69,Regular,45.8,2.1,13.9,98.9,1,75,17,29,6,22,0.0712,0,0
P4379,2025-08-22,129,Regular,46.5,5.7,58.5,10.87,2,75,6,67,1,23,0.1189,0,0
P10383,2025-10-20,70,Casual,8.7,0.5,24.9,0.0,15,45,6,0,0,4,0.8229,1,0
P2147,2025-11-21,38,Regular,53.7,1.8,33.9,35.44,0,75,24,62,2,26,0.1079,0,0
P9116,2025-11-10,49,Regular,57.1,12.5,27.9,13.95,1,75,9,55,1,28,0.167,0,0
P3216,2025-10-30,60,Hardcore,221.6,15.6,135.7,79.56,3,112,45,116,5,100,0.0,0,0
P10072,2025-11-22,37,Regular,45.8,6.1,53.4,24.03,3,75,9,124,1,22,0.2148,0,0
P8132,2025-10-04,86,Regular,16.9,8.0,40.9,16.82,3,75,5,14,1,8,0.132,0,0
P6059,2025-11-08,51,Casual,3.8,1.9,11.5,0.0,1,45,2,16,0,1,0.3345,0,0
P4324,2025-09-24,96,Hardcore,239.8,9.4,160.0,138.66,4,112,60,227,9,100,0.0,0,0
P10416,2025-11-29,30,Regular,43.9,3.5,64.3,71.98,2,75,7,53,4,21,0.084,0,0
P9191,2025-09-21,99,Casual,22.9,4.9,31.5,0.0,7,45,7,2,0,11,0.4452,1,0
P10745,2025-09-13,107,Regular,38.3,4.9,39.8,24.56,1,75,18,57,1,19,0.0986,0,0
P2417,2025-11-17,42,Casual,5.0,2.9,7.4,0.0,0,45,1,21,0,2,0.3454,0,0
P7388,2025-11-21,38,Casual,35.6,3.5,12.8,0.0,1,45,7,0,0,17,0.2904,0,0
P8788,2025-12-05,24,Casual,11.2,1.8,6.3,0.0,13,45,0,3,0,5,0.95,1,0
P3656,2025-09-01,119,Hardcore,112.3,14.3,121.0,226.38,0,112,59,105,15,56,0.0,0,0
P1632,2025-12-07,22,Regular,57.3,4.4,18.4,27.36,2,75,15,51,1,28,0.3699,0,0
P8800,2025-02-12,320,Casual,7.8,4.7,23.7,0.0,29,45,6,3,0,3,0.6738,1,0
P7865,2025-09-30,90,Casual,22.5,1.3,7.5,0.0,2,45,0,11,0,11,0.4233,0,0
P1140,2025-12-27,2,Whale,165.7,5.1,71.2,540.49,3,97,40,511,36,82,0.0,0,0
P4126,2025-12-13,16,Regular,49.6,3.9,30.7,36.31,4,75,9,32,2,24,0.3788,0,0
P4744,2025-12-21,8,Casual,1.1,4.5,12.8,0.0,5,45,0,0,0,0,0.6852,0,0
P9406,2025-06-19,193,Casual,18.6,1.5,22.8,0.0,10,45,4,19,0,9,0.6253,1,0
P8957,2025-04-23,250,Hardcore,153.2,10.8,105.9,70.78,17,112,45,159,4,76,0.2313,1,0
P5683,2025-12-19,10,Casual,26.3,0.5,18.2,0.0,3,45,1,2,0,13,0.6015,0,0
P1283,2025-07-24,158,Casual,5.6,0.8,19.3,0.0,1,45,5,26,0,2,0.3828,0,0
P8522,2025-11-12,47,Regular,35.6,6.4,39.2,64.63,0,75,11,71,4,17,0.0638,0,0
P2488,2025-08-23,128,Casual,7.5,1.5,43.9,0.0,11,45,1,6,0,3,0.7286,1,0
P8630,2025-08-28,123,Regular,37.3,9.2,34.6,46.08,1,75,38,60,3,18,0.0477,0,0
P5296,2025-07-31,151,Casual,31.0,1.7,12.9,0.0,16,45,3,11,0,15,0.8208,1,0
P8677,2025-12-21,8,Whale,133.4,9.3,125.9,417.06,3,97,41,215,27,66,0.0,0,0
P4747,2025-09-18,102,Regular,50.6,5.3,102.2,51.63,0,75,16,48,3,25,0.068,0,0
P7912,2025-04-18,255,Casual,48.6,0.5,18.4,0.0,3,45,6,9,0,24,0.3868,0,0
P3351,2025-07-09,173,Hardcore,155.6,11.3,101.6,58.51,1,112,32,120,3,77,0.0,0,0
P3555,2025-10-22,68,Whale,215.3,11.2,129.1,995.06,0,97,45,145,66,100,0.0,0,0
P8549,2025-10-19,71,Regular,30.3,6.5,39.9,23.87,0,75,16,19,1,15,0.0,0,0
P8542,2025-10-16,74,Regular,48.9,2.5,49.0,20.86,2,75,17,46,1,24,0.2074,0,0
P9043,2025-12-24,5,Regular,36.9,3.2,26.2,40.88,3,75,3,75,2,18,0.365,0,0
P8562,2025-10-18,72,Casual,4.8,3.2,21.1,0.0,1,45,1,5,0,2,0.4599,0,0
P10033,2025-11-23,36,Hardcore,163.5,12.6,167.3,57.76,2,112,46,234,3,81,0.0,0,0
P8371,2025-11-24,35,Regular,48.7,5.2,26.0,25.71,2,75,10,53,1,24,0.1183,0,0
P5243,2025-11-08,51,Regular,22.6,3.3,67.6,22.35,3,75,20,50,1,11,0.1866,0,0
P4804,2025-08-07,144,Casual,45.2,5.5,13.4,0.0,14,45,2,2,0,22,0.9065,1,0
P4990,2025-12-22,7,Casual,5.1,1.3,19.3,0.0,5,45,1,0,0,2,0.6473,0,0
P7495,2025-11-08,51,Casual,20.7,1.4,14.1,0.0,0,45,1,5,0,10,0.2341,0,0
